SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,GROUP_TITLE,GROUP_DESC,DEPT_CODE,DEPT_NAME,DEPT_DIVISION,ADDRESS,LOCATION,NEIGHBORHOOD,ZIPCODE,NEAREST_PARCEL_NO,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,SEGIDUSNG_XREF,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD,HAM_PAVE_POLYGON_ID
SR23049335,JPRESNELL1,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1608 ELM ST,1608 ELM ST - GJ1448832300,OVER-THE-RHINE,45202,9400080006,311 CALL,2023 Jun 05 12:00:00 AM,4:15 PM,2024 Jan 18 12:00:00 AM,CLOSED,CLOSED,2024 Jan 18 12:00:00 AM,12:07 PM,2024 Jan 18 12:00:00 AM,12:07 PM,72,6/8/2023,2023 Dec 02 12:00:00 AM,180,,,,,,THURSDAY,,,Y,0,,,"1,608",,ELM ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,24,,GJ1448832300,39.11347943,-84.51919486,6/5/2023,OTR,S-HAM67932
SR23102616,MOBILE,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6128 HAMILTON AV,"6128 HAMILTON AV, CINC -",COLLEGE HILL,45224,23300030001,INTERNET,2023 Nov 07 12:00:00 AM,6:56 PM,2024 Jan 17 12:00:00 AM,CLOSED,CLOSED,2024 Jan 17 12:00:00 AM,3:40 PM,2024 Jan 17 12:00:00 AM,3:40 PM,0,11/8/2023,2024 May 06 12:00:00 AM,181,,,,,,,,,Y,1,,,"6,128",,HAMILTON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,439,,,39.20279724,-84.54763195,11/7/2023,COLLEGE HILL,S-HAM18903
SR23010523,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6410 LISBON AV,"6410 LISBON AV, CINC - GJ2153440726",PLEASANT RIDGE,45213,12200010181,INTERNET,2023 Feb 06 12:00:00 AM,4:24 PM,2024 Jan 17 12:00:00 AM,CLOSED,CLOSED,2024 Jan 17 12:00:00 AM,12:34 PM,2024 Jan 17 12:00:00 AM,12:34 PM,0,2/16/2023,2023 Aug 15 12:00:00 AM,190,,,,,,TUESDAY,TUE21,2,N,1,,,"6,410",,LISBON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,494,,GJ2153440726,39.18756873,-84.43499538,2/6/2023,PLEASANT RIDGE,
SR23107632,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2934 PORTSMOUTH AV,"2934 PORTSMOUTH AV, CINC - GJ2175335875",HYDE PARK,45208,3900060003,INTERNET,2023 Nov 22 12:00:00 AM,10:30 PM,2024 Jan 18 12:00:00 AM,CLOSED,CLOSED,2024 Jan 18 12:00:00 AM,2:07 PM,2024 Jan 18 12:00:00 AM,2:07 PM,72,11/25/2023,2024 May 20 12:00:00 AM,180,,,,,,WEDNESDAY,WED16,3,Y,0,,,"2,934",,PORTSMOUTH AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,118,,GJ2175335875,39.14388831,-84.4340612,11/22/2023,HYDE PARK,
SR23022053,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,7364 READING RD,READING RD & SHENANDOAH AV,ROSELAWN,45237,11700090131,INTERNET,2023 Mar 16 12:00:00 AM,5:35 PM,2024 Jan 17 12:00:00 AM,CLOSED,CLOSED,2024 Jan 17 12:00:00 AM,12:41 PM,2024 Jan 17 12:00:00 AM,12:41 PM,0,3/20/2023,2023 Sep 16 12:00:00 AM,184,,,,,,TUESDAY,,,N,1,,,"7,364",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,478,,,39.19677819,-84.45898064,3/16/2023,ROSELAWN,I-GJ19434169
SR22104465,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5816 MONTGOMERY RD,"5816 MONTGOMERY RD, CINC -",PLEASANT RIDGE,45212,12100010062,INTERNET,2022 Nov 29 12:00:00 AM,4:18 PM,2024 Jan 17 12:00:00 AM,CLOSED,CLOSED,2024 Jan 17 12:00:00 AM,3:16 PM,2024 Jan 17 12:00:00 AM,3:16 PM,72,12/2/2022,2023 May 28 12:00:00 AM,180,,,,,,TUESDAY,,,Y,0,,,"5,816",,MONTGOMERY RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,490,,,39.1785764,-84.4358804,11/29/2022,PLEASANT RIDGE,S-HAM19287
SR23009975,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2342 BEECHMONT AV,"2342 BEECHMONT AV, CINC - GJ2597630899",MT. WASHINGTON,45230,100050119,INTERNET,2023 Feb 04 12:00:00 AM,1:03 PM,2024 Jan 17 12:00:00 AM,CLOSED,CLOSED,2024 Jan 17 12:00:00 AM,12:31 PM,2024 Jan 17 12:00:00 AM,12:31 PM,72,2/7/2023,2023 Aug 03 12:00:00 AM,180,,,,,,WEDNESDAY,,,Y,0,,,"2,342",,BEECHMONT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,170,,GJ2597630899,39.0979653,-84.38690045,2/4/2023,MOUNT WASHINGTON,
SR23041756,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1042 GRAND AV,"1042 GRAND AV, CINC -",EAST PRICE HILL,45204,17300050126,INTERNET,2023 May 15 12:00:00 AM,1:10 PM,2024 Jan 18 12:00:00 AM,CLOSED,CLOSED,2024 Jan 18 12:00:00 AM,11:36 AM,2024 Jan 18 12:00:00 AM,11:36 AM,72,5/18/2023,2023 Nov 11 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,042",,GRAND AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,222,,,39.11135253,-84.56030086,5/15/2023,EAST PRICE HILL,S-HAM02554
SR23056189,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3854 MARBURG AV,"3854 MARBURG AV, CINC - GJ2284536358",OAKLEY,45209,3900020120,INTERNET,2023 Jun 27 12:00:00 AM,6:03 AM,2024 Jan 18 12:00:00 AM,CLOSED,CLOSED,2024 Jan 18 12:00:00 AM,12:48 PM,2024 Jan 18 12:00:00 AM,12:48 PM,72,6/30/2023,2023 Dec 24 12:00:00 AM,180,,,,,,WEDNESDAY,WED20,1,Y,0,,,"3,854",,MARBURG AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,126,,GJ2284536358,39.14792086,-84.42128125,6/27/2023,OAKLEY,
SR23107631,MOBILE,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2934 PORTSMOUTH AV,"2934 PORTSMOUTH AV, CINC - GJ2175335875",HYDE PARK,45208,3900060003,INTERNET,2023 Nov 22 12:00:00 AM,10:27 PM,2023 Nov 29 12:00:00 AM,CLOSED,CLOSED,2023 Nov 29 12:00:00 AM,7:30 AM,2023 Nov 29 12:00:00 AM,7:30 AM,0,11/27/2023,2023 Nov 30 12:00:00 AM,8,,,,,,WEDNESDAY,WED16,3,Y,1,,,"2,934",,PORTSMOUTH AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,118,,GJ2175335875,39.14388831,-84.4340612,11/22/2023,HYDE PARK,
SR23109410,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1222 IDA ST,"1222 IDA ST, CINC - GJ1625631930",MT. ADAMS,45202,7200010169,INTERNET,2023 Nov 29 12:00:00 AM,4:43 PM,2023 Nov 30 12:00:00 AM,CLOSED,CLOSED,2023 Nov 30 12:00:00 AM,2:57 PM,2023 Nov 30 12:00:00 AM,2:57 PM,72,12/2/2023,2024 May 27 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,222",,IDA ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,119,,GJ1625631930,39.10971489,-84.49887756,11/29/2023,MOUNT ADAMS,
SR23108341,MOBILE,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3477 BEVIS AV,"3477 BEVIS AV, CINC - GJ1903035519",EVANSTON,45207,5700050086,INTERNET,2023 Nov 27 12:00:00 AM,11:23 AM,2023 Nov 29 12:00:00 AM,CLOSED,CLOSED,2023 Nov 29 12:00:00 AM,12:30 PM,2023 Nov 29 12:00:00 AM,12:30 PM,0,11/29/2023,2023 Dec 02 12:00:00 AM,5,,,,,,TUESDAY,TUE11,3,N,1,,,"3,477",,BEVIS AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,75,,GJ1903035519,39.14131717,-84.46561354,11/27/2023,EVANSTON,S-HAM12291
SR23092662,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2445 W MCMICKEN AV,"2445 W MCMICKEN AV, CINC - GJ1334433747",CUF,45214,9800050081,INTERNET,2023 Oct 08 12:00:00 AM,7:00 PM,2023 Oct 09 12:00:00 AM,CLOSED,CLOSED,2023 Oct 09 12:00:00 AM,3:15 PM,2023 Oct 09 12:00:00 AM,3:15 PM,72,10/11/2023,2024 Apr 05 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"2,445",W,MCMICKEN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,322,,GJ1334433747,39.12679321,-84.53195321,10/8/2023,CUF,
SR23075384,JKRAFT1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2717 BAKER AV,2717 BAKER AV - GJ1003234531,EAST WESTWOOD,45211,20600130020,311 CALL,2023 Aug 21 12:00:00 AM,9:53 AM,2023 Oct 17 12:00:00 AM,CLOSED,CLOSED,2023 Oct 17 12:00:00 AM,9:53 AM,2023 Oct 17 12:00:00 AM,9:53 AM,0,10/17/2023,2023 Oct 20 12:00:00 AM,60,8/21/2023,12:55 PM,,,,THURSDAY,THU11,3,Y,2,,,"2,717",,BAKER AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,303,,GJ1003234531,39.13464755,-84.56999685,8/21/2023,SOUTH FAIRMOUNT - WESTWOOD,
SR23088365,MOBILE,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4949 RIDGE AV,"4949 RIDGE AV, CINC -",OAKLEY,45209,5100030287,INTERNET,2023 Sep 26 12:00:00 AM,8:02 AM,2023 Oct 19 12:00:00 AM,CLOSED,CLOSED,2023 Oct 19 12:00:00 AM,1:12 PM,2023 Oct 19 12:00:00 AM,1:12 PM,72,9/29/2023,2024 Mar 24 12:00:00 AM,180,,,,,,WEDNESDAY,,,Y,0,,,"4,949",,RIDGE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,132,,,39.1629663,-84.42153025,9/26/2023,OAKLEY,
SR23018249,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6414 FAIRHURST AV,"6414 FAIRHURST AV, CINC - GJ2133840776",PLEASANT RIDGE,45213,12200010127,INTERNET,2023 Mar 03 12:00:00 AM,6:37 PM,2023 Oct 19 12:00:00 AM,CLOSED,CLOSED,2023 Oct 19 12:00:00 AM,12:45 PM,2023 Oct 19 12:00:00 AM,12:45 PM,72,3/6/2023,2023 Aug 30 12:00:00 AM,180,,,,,,TUESDAY,TUE21,2,Y,0,,,"6,414",,FAIRHURST AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,494,,GJ2133840776,39.18806931,-84.43725358,3/3/2023,PLEASANT RIDGE,
SR23085370,KBEHANAN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6009 WALDWAY LN,6009 WALDWAY LN - GJ1325941783,COLLEGE HILL,45224,23700010262,311 CALL,2023 Sep 18 12:00:00 AM,11:47 AM,2023 Oct 17 12:00:00 AM,CLOSED,CLOSED,2023 Oct 17 12:00:00 AM,11:03 AM,2023 Oct 17 12:00:00 AM,11:03 AM,0,10/16/2023,2023 Nov 15 12:00:00 AM,58,,,,,,THURSDAY,THU27,1,Y,1,,,"6,009",,WALDWAY LN,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,486,,GJ1325941783,39.19915057,-84.53041423,9/18/2023,COLLEGE HILL,
SR23084036,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3010 EDEN AV,"3010 EDEN AV, CINC -",CORRYVILLE,45219,10400040157,INTERNET,2023 Sep 13 12:00:00 AM,2:10 PM,2023 Sep 27 12:00:00 AM,CLOSED,CLOSED,2023 Sep 27 12:00:00 AM,3:14 PM,2023 Sep 27 12:00:00 AM,3:14 PM,72,9/16/2023,2024 Mar 11 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"3,010",,EDEN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,361,,,39.13440787,-84.50535561,9/13/2023,CORRYVILLE,
SR23081832,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3335 STANHOPE AV,"3335 STANHOPE AV, CINC - GJ0614735898",WESTWOOD,45211,21200640067,INTERNET,2023 Sep 07 12:00:00 AM,3:36 PM,2023 Sep 11 12:00:00 AM,CLOSED,CLOSED,2023 Sep 11 12:00:00 AM,4:04 PM,2023 Sep 11 12:00:00 AM,4:04 PM,72,9/10/2023,2024 Mar 05 12:00:00 AM,180,,,,,,THURSDAY,,,Y,0,,,"3,335",,STANHOPE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,285,,GJ0614735898,39.14788696,-84.61448552,9/7/2023,WESTWOOD,
SR23084258,MOBILE,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2030 FRANCIS LN,"2030 FRANCIS LN, CINC - GJ1739832991",EAST WALNUT HILLS,45202,3300010078,INTERNET,2023 Sep 14 12:00:00 AM,9:00 AM,2023 Sep 14 12:00:00 AM,CLOSED,CLOSED,2023 Sep 14 12:00:00 AM,1:51 PM,2023 Sep 14 12:00:00 AM,1:51 PM,72,9/17/2023,2024 Mar 12 12:00:00 AM,180,,,,,,WEDNESDAY,,,Y,0,,,"2,030",,FRANCIS LN,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,54,,GJ1739832991,39.11898304,-84.48533856,9/14/2023,EAST WALNUT HILLS,S-HAM05543
SR23077540,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3605 DAWSON AV,"3605 DAWSON AV, CINC -",SOUTH CUMMINSVILLE,45223,19300040098,INTERNET,2023 Aug 27 12:00:00 AM,12:16 PM,2023 Aug 30 12:00:00 AM,CLOSED,CLOSED,2023 Aug 30 12:00:00 AM,11:03 AM,2023 Aug 30 12:00:00 AM,11:03 AM,72,8/30/2023,2024 Feb 23 12:00:00 AM,180,,,,,,THURSDAY,,,Y,0,,,"3,605",,DAWSON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,390,,,39.15123342,-84.54800643,8/27/2023,SOUTH CUMMINSVILLE,
SR23076653,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2350 READING RD,"2350 READING RD, CINC - GJ1602833487",WALNUT HILLS,45202,6800010356,INTERNET,2023 Aug 24 12:00:00 AM,8:32 AM,2023 Aug 24 12:00:00 AM,CLOSED,CLOSED,2023 Aug 24 12:00:00 AM,2:18 PM,2023 Aug 24 12:00:00 AM,2:18 PM,72,8/27/2023,2024 Feb 20 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"2,350",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,48,,GJ1602833487,39.12378884,-84.50100522,8/24/2023,WALNUT HILLS,
SR23075129,MOBILE,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6026 KENNEDY AV,"6026 KENNEDY AV, CINC - GJ2335040039",KENNEDY HEIGHTS,45213,12900040023,INTERNET,2023 Aug 19 12:00:00 AM,7:35 PM,2023 Aug 23 12:00:00 AM,ABAT-OWN,CLOSED,2023 Aug 23 12:00:00 AM,8:33 AM,2023 Aug 23 12:00:00 AM,8:33 AM,0,8/23/2023,2023 Sep 22 12:00:00 AM,34,,,,,,TUESDAY,TUE28,2,Y,1,,,"6,026",,KENNEDY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,502,,GJ2335040039,39.1809213,-84.41422664,8/19/2023,KENNEDY HEIGHTS,
SR23076723,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1531 REPUBLIC ST,"1531 REPUBLIC ST, CINC - GJ1468832198",OVER-THE-RHINE,45202,8100040023,INTERNET,2023 Aug 24 12:00:00 AM,10:28 AM,2023 Aug 24 12:00:00 AM,CLOSED,CLOSED,2023 Aug 24 12:00:00 AM,2:06 PM,2023 Aug 24 12:00:00 AM,2:06 PM,72,8/27/2023,2024 Feb 20 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,531",,REPUBLIC ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,21,,GJ1468832198,39.11251971,-84.51690059,8/24/2023,OTR,S-HAM21711
SR23079714,KBEHANAN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5420 GLENWAY AV,GLENWAY AV & BOUDINOT AV - GJ0695733821,WESTWOOD,45238,24800030222,311 CALL,2023 Sep 01 12:00:00 AM,9:54 AM,2023 Sep 20 12:00:00 AM,CLOSED,CLOSED,2023 Sep 20 12:00:00 AM,11:05 AM,2023 Sep 20 12:00:00 AM,11:05 AM,0,9/1/2023,2023 Oct 01 12:00:00 AM,30,,,,,,,,,Y,1,,,"5,420",,GLENWAY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,275,,GJ0695733821,39.12899395,-84.60576146,9/1/2023,WESTWOOD,I-GJ06933383
SR23080051,JKRAFT1,CNSTRCTN,"CONSTRUCTION, STATUS",HAZARDOUS,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4861 GLENWAY AV,4861 GLENWAY AV - GJ0756332640,WEST PRICE HILL,45238,01800A800163,311 CALL,2023 Sep 02 12:00:00 AM,11:16 AM,2023 Sep 20 12:00:00 AM,CLOSED,CLOSED,2023 Sep 20 12:00:00 AM,11:00 AM,2023 Sep 20 12:00:00 AM,11:00 AM,48,9/4/2023,2023 Sep 05 12:00:00 AM,3,,,,,,MONDAY,,,Y,0,,,"4,861",,GLENWAY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,251,,GJ0756332640,39.11821394,-84.59912085,9/2/2023,WEST PRICE HILL,I-GJ07563266
SR23042543,SWILLIAMS1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4033 CLIFTON AV,4033 CLIFTON AV - GJ1467037362,CLIFTON,45220,21800590042,PHONE,2023 May 17 12:00:00 AM,9:57 AM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,10:38 AM,2023 Jul 31 12:00:00 AM,10:38 AM,48,5/19/2023,2023 May 20 12:00:00 AM,3,,,,,,TUESDAY,TUE04,3,Y,0,,,"4,033",,CLIFTON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,352,,GJ1467037362,39.15900419,-84.51548295,5/17/2023,CLIFTON,
SR23056054,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5622 ARNSBY PL,5622 ARNSBY PL - GJ2483536795,MADISONVILLE,45227,3700010183,311 CALL,2023 Jun 26 12:00:00 AM,3:27 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,1:38 PM,2023 Jul 31 12:00:00 AM,1:38 PM,48,6/28/2023,2023 Jun 29 12:00:00 AM,3,,,,,,WEDNESDAY,WED26,1,Y,0,,,"5,622",,ARNSBY PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,136,,GJ2483536795,39.15133121,-84.39813457,6/26/2023,MADISONVILLE,
SR23061037,JKRAFT1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3325 HOLLOWAY CT,3325 HOLLOWAY CT - GJ1840635155,EVANSTON,45207,5400050096,311 CALL,2023 Jul 11 12:00:00 AM,8:25 AM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,2:08 PM,2023 Jul 31 12:00:00 AM,2:08 PM,48,7/13/2023,2023 Jul 14 12:00:00 AM,3,,,,,,TUESDAY,TUE06,3,Y,0,,,"3,325",,HOLLOWAY CT,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,74,,GJ1840635155,39.13820916,-84.47300276,7/11/2023,EVANSTON,S-HAM37115
SR23042132,AODONNELL,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5021 PADDOCK RD,5021 PADDOCK RD - GJ1785739635,BOND HILL,45237,11800010042,PHONE,2023 May 16 12:00:00 AM,10:30 AM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,10:46 AM,2023 Jul 31 12:00:00 AM,10:46 AM,72,5/19/2023,2023 Nov 12 12:00:00 AM,180,,,,,,TUESDAY,TUE13,1,Y,0,,,"5,021",,PADDOCK RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,467,,GJ1785739635,39.17867487,-84.47790385,5/16/2023,BOND HILL,S-HAM37056
